职位名称,公司名称,工作地点,参考月薪,学历要求,发布时间,岗位职责
城市经理（福州）,厦门汇贷投资咨询有限公司,福建省、福州市,15000,大专,2019-4-28 13:48,一、岗位职责：（一）根据公司下达的指标，拟订辖区内销售计划、营销方案，并据此完成目标，对所辖城市业绩和推广品质负责；（二）负责对新市场和合作渠道的开拓与开发，负责维护现有的客户群体及合作商；（三...
城市经理（泉州）,厦门汇贷投资咨询有限公司,泉州市,15000,大专,2019-4-28 13:48,一、岗位职责：（一）根据公司下达的指标，拟订辖区内销售计划、营销方案，并据此完成目标，对所辖城市业绩和推广品质负责；（二）负责对新市场和合作渠道的开拓与开发，负责维护现有的客户群体及合作商；（三...
车抵贷专员（厦门）,厦门汇贷投资咨询有限公司,福建省、厦门市思明区,9000,,2019-4-28 13:47,"岗位职责：1、负责公司车抵贷业务的推广；2、根据市场营销计划，于汽车4s店，二手车行紧密合作，完成部门销售指标；3、开拓新市场,发展新客户,增加产品销售范围；4、负责辖区市场信息的收集及竞争对手的分析..."
金融专员（漳州）,厦门汇贷投资咨询有限公司,漳州市,9000,,2019-4-28 13:47,1、负责所辖区域的车贷业务拓展和受理、业务签单；2、加强对汽车商的业务营销、发展和巩固良好的合作关系；3、主动热情、文明服务，严格按照公司及合作银行的相关业务政策及操作流程办理业务；4、 进行业务的...
车抵贷经理,厦门汇贷投资咨询有限公司,福建省、厦门市思明区,11500,,2019-4-28 13:47,岗位职责：1.负责开发所辖区区域车抵贷业务寻找客户资源，完成公司制定的金融投放任务，提升产品在市场上的影响力；2.定期拜访客户，合作公司（主要拜访金融同行，中介，渠道及二级代理。）保持良好的沟通，提高服...
融资拓展部资金经理,鼎丰集团（中国）有限公司,厦门市,0,本科,2019-4-28 11:07,一、岗位职责：1、根据经营计划和企业资金状况，负责组织并办理银行授信额度申请；2、拟定并执行融资方案，拓展融资渠道，优化资金结构，测算项目融资方案资金成本和收益；3、根据企业实际需求，参与设计年度...
资产管理部总经理,鼎丰集团（中国）有限公司,厦门市湖里区,0,本科,2019-4-28 11:07,一、岗位职责：1、资产管理部的整体规划、管理，落实集团下达的经营指标；2、根据业务需要不断开拓项目资源，维护和协调项目单位；3、资产管理业务的风险管理、控制；4、完成资产管理部制度流程的拟定、修改...
融资理财中心经理,鼎丰集团（中国）有限公司,厦门市湖里区,0,,2019-4-28 11:07,岗位职责：1、负责公司融资信息的收集、整理，撰写相关报告和文件；2、参与融资商务谈判，负责融资项目的具体方案制定，优化资金结构，测算项目融资方案资金成本和收益；3、负责公司与金融市场的联系，寻找融...
战略投资中心总经理,鼎丰集团（中国）有限公司,福建省,0,本科,2019-4-28 11:07,岗位职责：1、统筹集团涉及产业的行业及企业的研究与跟踪重大课题调研及方案建议；2. 系统化参与及梳理集团重大战略并购和重组内容相关工作；3. 全面梳理重大投资项目统筹管理（顶层管理机制/退出通道设计）等...
融资理财中心资金经理,鼎丰集团（中国）有限公司,厦门市,0,本科,2019-4-28 11:07,一、岗位职责：1、预测集团公司资金需求，拓展集团公司融资渠道，提高资金使用效率，降低资金成本；2、集团与各事业部、关联企业资金通道的梳理，建立资金管理体系，保障资金的安全性及使用的合规性；3、办理...
奔驰金融专员,厦门波士兴达汽车销售服务有限公司,厦门市思明区,5250,,2019-4-28 8:41,岗位职责：1．信贷产品销售积极向客户发布和推广信贷产品以确保达到销售指标，按照客户需求提供恰当的信息。2．申请流程高效便捷的执行客户申请流程，收集和检验客户文件并准确的把数据加入到 CAP 系统。3．合...
"财务、会计及税审专业实习生
                            [实习]",厦门中翼软件科技有限公司,厦门市,0,中专,2019-4-27 20:54,实习任务及收获：1、良好的实习办公环境，在集美海湾边上，海景大厦、风景无限！2、随时学习线上教学课件，理论实务都能学到。3、提供真实的财务软件模拟实务做账，可以用于代理记账；4、提供会议室、活动室...
理财经理,长城国瑞证券有限公司厦门莲前西路证券营业部,厦门市思明区,4500,本科,2019-4-26 9:11,岗位职责：1.了解客户需求，寻找目标客户群2.客户开发以及金融产品营销等工作3.为客户提供专业的金融理财服务4.公司各项制度规定的其他职责及营业部交办的其他工作任职要求：1.营销、管理或金融等相关...
机构业务经理,长城国瑞证券有限公司厦门莲前西路证券营业部,厦门市思明区,7500,本科,2019-4-26 9:11,岗位职责：1.负责发展个人高端客户、私募机构和上市公司等机构业务，包括但不限于限售股解禁、大宗交易、股票质押式回购、员工持股计划及股权激励等2.负责与银行、保险、基金等渠道的关系维护及合作3.负责项目...
投资拓展总监（漳州）,漳州大唐房地产有限公司,漳州市,0,本科,2019-4-26 9:08,工作职责：1、负责部门对投资项目筛选跟踪、资料收集、尽职调查及分析评价；2、负责编写项目评估报告、可行性研究报告；3、参与项目商务谈判、拟订投资方案、制定项目投资实施计划；4、参与投资项目合同等相...
市场经理,厦门金行家投资咨询有限公司,厦门市,15000,大专,2019-4-26 8:47,岗位职责:1、走访银行、做好支行长关系维护，挖掘支行长身边的高净值客户；2、帮助商务经理与支行搭建良好的营销对接环境，并协助商务经理跟踪及拜访高端客户；3、帮助商务经理与支行洽谈贵金属沙龙及其他营销...
理财经理,长城国瑞证券有限公司厦门仙岳路证券营业部,厦门市思明区,0,本科,2019-4-25 14:53,（1）学历：原则上应具备全日制本科以上学历；（2）专业：原则上应为会计、法律、金融、经济等与岗位要求相适应的专业；（3）资历： 需具备证券从业资格，具有2年以上工作经验的专业人员为主，应届生为辅（年龄...
机构专员,长城国瑞证券有限公司厦门仙岳路证券营业部,厦门市思明区,0,本科,2019-4-25 14:29,负责机构项目的承揽尽调，项目资料写作，合同文本的制定审核等。
投资顾问,长城国瑞证券有限公司厦门仙岳路证券营业部,厦门市思明区,0,大专,2019-4-25 14:26,（1）负责开展投资顾问签约服务，落实营业部相关资料的存档、报备工作；（2）发挥研究资讯支持功能，通过电子邮件等多种渠道为客户与销售人员提供及时丰富的研究资讯；（3）定期和不定期开展的咨询服务，组织与...
渠道拓展专员,深圳市中安信业创业投资有限公司金钟路分公司,厦门市湖里区,7500,高中,2019-4-25 13:58,岗位职责：1、信贷销售：开拓销售渠道，主动寻找和开发客户，销售公司信贷产品；2、信贷评审：受理客户贷款申请，并对客户贷款申请进行调查、分析、评估和初审；3、信贷风控：跟进客户偿还贷款，催收客户逾期...
实习信贷经理,深圳市中安信业创业投资有限公司金钟路分公司,厦门市湖里区,7500,高中,2019-4-25 13:58,岗位职责：1、信贷销售：开拓销售渠道，主动寻找和开发客户，销售公司信贷产品；2、信贷评审：受理客户贷款申请，并对客户贷款申请进行调查、分析、评估和初审；3、信贷风控：跟进客户偿还贷款，催收客户逾期...
信贷顾问,深圳市中安信业创业投资有限公司金钟路分公司,厦门市湖里区,7500,高中,2019-4-25 13:58,岗位职责：1、信贷销售：开拓销售渠道，主动寻找和开发客户，销售公司信贷产品；2、信贷评审：受理客户贷款申请，并对客户贷款申请进行调查、分析、评估和初审；3、信贷风控：跟进客户偿还贷款，催收客户逾期...
销售代表,深圳市中安信业创业投资有限公司金钟路分公司,厦门市湖里区,7500,高中,2019-4-25 13:58,岗位职责：1、信贷销售：开拓销售渠道，主动寻找和开发客户，销售公司信贷产品；2、信贷评审：受理客户贷款申请，并对客户贷款申请进行调查、分析、评估和初审；3、信贷风控：跟进客户偿还贷款，催收客户逾期...
急聘销售代表,深圳市中安信业创业投资有限公司金钟路分公司,厦门市湖里区,7500,高中,2019-4-25 13:58,岗位职责：1、信贷销售：开拓销售渠道，主动寻找和开发客户，销售公司信贷产品；2、信贷评审：受理客户贷款申请，并对客户贷款申请进行调查、分析、评估和初审；3、信贷风控：跟进客户偿还贷款，催收客户逾期...
